Gene,t-scores,p-values,FDR-adjusted p-values,q-values,BH FDR-adjusted p-values
CD164,-3.0194,0.038072,1,0.99501,0.9984
ATP6V0B,-3.0188,0.038097,1,0.99501,0.9984
FBN2,3.0177,0.038146,1,0.99501,0.9984
DNA2,3.0158,0.038214,1,0.99501,0.9984
KLF6,3.014,0.038262,1,0.99501,0.9984
MC1R,-3.0087,0.038425,1,0.99501,0.9984
CDIPT,-3.0057,0.038535,1,0.99501,0.9984
SNF8,3.0025,0.0387,1,0.99501,0.9984
TAB1,-3.0019,0.038729,1,0.99501,0.9984
F2RL1,2.9992,0.038808,1,0.99501,0.9984
COPG2,2.9991,0.03881,1,0.99501,0.9984
ELOVL6,2.9979,0.038846,1,0.99501,0.9984
MRPS31,2.9936,0.039016,1,0.99501,0.9984
FAM127C,-2.991,0.039131,1,0.99501,0.9984
COL1A2,2.9898,0.039184,1,0.99501,0.9984
SKP1,-2.9866,0.039373,1,0.99501,0.9984
ITGA3,2.9852,0.039441,1,0.99501,0.9984
HLA-A,2.9824,0.039593,1,0.99501,0.9984
TMEM38A,-2.9818,0.039632,1,0.99501,0.9984
NF1,-2.9783,0.039805,1,0.99501,0.9984
CLN5,2.9777,0.039828,1,0.99501,0.9984
PIK3C3,2.9768,0.039873,1,0.99501,0.9984
RBM23,-2.9708,0.040101,1,0.99501,0.9984
CNTN4,-2.9675,0.040177,1,0.99501,0.9984
SERTAD4,-2.9633,0.040327,1,0.99501,0.9984
MICAL3,-2.9602,0.040467,1,0.99501,0.9984
SYNGR2,2.957,0.040594,1,0.99501,0.9984
GFOD2,2.9552,0.040661,1,0.99501,0.9984
LOC254100,2.9523,0.040745,1,0.99501,0.9984
CXCR4,-2.9507,0.040787,1,0.99501,0.9984
TMEM241,2.9496,0.040843,1,0.99501,0.9984
C9orf123,2.948,0.040957,1,0.99501,0.9984
EPHA3,2.942,0.041161,1,0.99501,0.9984
ITGB4,2.9415,0.041187,1,0.99501,0.9984
ZNF778,2.9358,0.041452,1,0.99501,0.9984
FAU,2.9347,0.0415,1,0.99501,0.9984
KIAA1430,-2.9305,0.041653,1,0.99501,0.9984
SLC39A1,2.9297,0.041679,1,0.99501,0.9984
TNIP2,2.9281,0.041752,1,0.99501,0.9984
CABYR,-2.9176,0.042147,1,0.99501,0.9984
P2RX3,-2.9147,0.04228,1,0.99501,0.9984
EDEM2,2.9144,0.042292,1,0.99501,0.9984
CNN2,2.9143,0.042299,1,0.99501,0.9984
ANKS1B,-2.9106,0.042477,1,0.99501,0.9984
RRAD,2.9101,0.042521,1,0.99501,0.9984
AURKAIP1,-2.9095,0.042562,1,0.99501,0.9984
GPR161,2.9094,0.042567,1,0.99501,0.9984
SWAP70,2.9062,0.042741,1,0.99501,0.9984
CCNJ,2.9043,0.042825,1,0.99501,0.9984
RGS17,-2.9026,0.042887,1,0.99501,0.9984
HIF1AN,-2.902,0.042906,1,0.99501,0.9984
SYT2,-2.8974,0.043019,1,0.99501,0.9984
LDLRAD3,2.8969,0.043031,1,0.99501,0.9984
THSD4,-2.8946,0.043129,1,0.99501,0.9984
IGFBP4,2.8931,0.043208,1,0.99501,0.9984
MDH1B,2.8926,0.043228,1,0.99501,0.9984
WASH2P,-2.8898,0.043379,1,0.99501,0.9984
VWA5A,2.887,0.04354,1,0.99501,0.9984
NKAIN3,2.8831,0.043659,1,0.99501,0.9984
FURIN,2.8818,0.043704,1,0.99501,0.9984
OSCP1,2.8817,0.043708,1,0.99501,0.9984
ZNF548,2.8792,0.043828,1,0.99501,0.9984
ADAM9,2.8771,0.043904,1,0.99501,0.9984
SEPT11,2.8759,0.043945,1,0.99501,0.9984
FUNDC1,2.8745,0.044,1,0.99501,0.9984
KIAA1324,-2.874,0.044021,1,0.99501,0.9984
TTC9B,2.872,0.044121,1,0.99501,0.9984
DNAJC15,2.8692,0.044262,1,0.99501,0.9984
PIGH,-2.865,0.044464,1,0.99501,0.9984
ANXA11,2.8642,0.044491,1,0.99501,0.9984
GRIK5,-2.8604,0.044671,1,0.99501,0.9984
POU6F1,-2.8591,0.04475,1,0.99501,0.9984
FKBP10,2.8509,0.045156,1,0.99501,0.9984
ANXA4,2.8474,0.045293,1,0.99501,0.9984
VTI1A,2.8473,0.045302,1,0.99501,0.9984
POLR1B,-2.8465,0.045358,1,0.99501,0.9984
SYK,2.8446,0.045471,1,0.99501,0.9984
LOC648809,-2.8436,0.045529,1,0.99501,0.9984
SORBS2,2.8409,0.04567,1,0.99501,0.9984
SLC35G5,-2.8397,0.045736,1,0.99501,0.9984
HUWE1,-2.8355,0.046031,1,0.99501,0.9984
KAT8,2.8342,0.046128,1,0.99501,0.9984
FRMD5,2.8287,0.046407,1,0.99501,0.9984
INTS6,2.8279,0.046443,1,0.99501,0.9984
CKMT1A,-2.825,0.046554,1,0.99501,0.9984
RALYL,2.8159,0.047026,1,0.99501,0.9984
LHX4,2.8149,0.047092,1,0.99501,0.9984
TAF9B,2.8089,0.047339,1,0.99501,0.9984
VCAN,2.8065,0.047434,1,0.99501,0.9984
PLCD3,2.8002,0.047675,1,0.99501,0.9984
REEP4,2.7985,0.047751,1,0.99501,0.9984
C11orf70,-2.7974,0.047816,1,0.99501,0.9984
RAMP2,-2.7968,0.047859,1,0.99501,0.9984
RECQL4,-2.7957,0.047947,1,0.99501,0.9984
CHGA,-2.7924,0.048149,1,0.99501,0.9984
NEXN,2.7896,0.048311,1,0.99501,0.9984
LOXL2,2.788,0.048394,1,0.99501,0.9984
EIF3E,2.7878,0.048406,1,0.99501,0.9984
GSTO2,-2.7865,0.048461,1,0.99501,0.9984
BCL2,2.7805,0.048741,1,0.99501,0.9984
WIPI1,2.7793,0.048776,1,0.99501,0.9984
SNCB,-2.7772,0.04884,1,0.99501,0.9984
MEF2D,-2.7747,0.04894,1,0.99501,0.9984
SURF2,2.7746,0.048946,1,0.99501,0.9984
RAB34,2.7734,0.049004,1,0.99501,0.9984
APRT,-2.7712,0.049127,1,0.99501,0.9984
TP53TG1,2.7683,0.049283,1,0.99501,0.9984
CA10,-2.7654,0.049415,1,0.99501,0.9984
MYL9,2.7649,0.049439,1,0.99501,0.9984
SPATS2L,2.7645,0.049456,1,0.99501,0.9984
ZNF844,2.7636,0.049509,1,0.99501,0.9984
LPAR1,-2.7592,0.049724,1,0.99501,0.9984
ALAD,2.7543,0.049933,1,0.99501,0.9984
CAV2,2.7512,0.050109,1,0.99501,0.9984
SLC17A6,2.7487,0.050213,1,0.99501,0.9984
STK38L,2.7483,0.050226,1,0.99501,0.9984
C5orf38,2.7448,0.050357,1,0.99501,0.9984
LAPTM5,2.7427,0.050468,1,0.99501,0.9984
PTPRD,2.7421,0.05051,1,0.99501,0.9984
EAF1,-2.7411,0.050578,1,0.99501,0.9984
CCDC74B,-2.7391,0.050692,1,0.99501,0.9984
SHANK1,-2.7364,0.050843,1,0.99501,0.9984
SFXN4,-2.7357,0.050891,1,0.99501,0.9984
WDR41,2.7334,0.051,1,0.99501,0.9984
FAM129B,2.7302,0.051142,1,0.99501,0.9984
ARSI,2.7299,0.051157,1,0.99501,0.9984
SLC2A1,2.7257,0.051396,1,0.99501,0.9984
KDM5B,2.7246,0.051441,1,0.99501,0.9984
LRRC73,-2.7242,0.051454,1,0.99501,0.9984
IRX5,-2.7239,0.051464,1,0.99501,0.9984
PPP4C,2.7216,0.051572,1,0.99501,0.9984
TPP2,-2.7198,0.051693,1,0.99501,0.9984
DGKD,-2.7179,0.051781,1,0.99501,0.9984
CUEDC1,2.7164,0.051843,1,0.99501,0.9984
CRYGC,2.7159,0.051873,1,0.99501,0.9984
DEPTOR,2.7136,0.052005,1,0.99501,0.9984
GALNT7,2.713,0.052033,1,0.99501,0.9984
MAPKAPK3,2.7105,0.052129,1,0.99501,0.9984
BMS1P4,-2.7087,0.052212,1,0.99501,0.9984
STX3,2.7074,0.052285,1,0.99501,0.9984
MMP2,2.7071,0.052306,1,0.99501,0.9984
GFRA3,-2.7041,0.052533,1,0.99501,0.9984
GALNT9,-2.7008,0.052701,1,0.99501,0.9984
RNF144A,2.7006,0.052708,1,0.99501,0.9984
HCCS,2.6975,0.052867,1,0.99501,0.9984
PLS3,2.6959,0.052957,1,0.99501,0.9984
FARS2,2.6947,0.053041,1,0.99501,0.9984
UBE2D4,-2.6946,0.053045,1,0.99501,0.9984
CA11,-2.6919,0.053259,1,0.99501,0.9984
INSM1,-2.6886,0.053469,1,0.99501,0.9984
DDX10,-2.6879,0.053505,1,0.99501,0.9984
CDH11,2.6879,0.053505,1,0.99501,0.9984
FGD6,2.6854,0.053644,1,0.99501,0.9984
NTPCR,2.6847,0.053676,1,0.99501,0.9984
DAP,2.6846,0.053683,1,0.99501,0.9984
AFF1,2.6835,0.053741,1,0.99501,0.9984
HSF2BP,2.6819,0.05383,1,0.99501,0.9984
JAG1,2.6779,0.053999,1,0.99501,0.9984
ALDH1L2,-2.6768,0.054057,1,0.99501,0.9984
CCND3,2.6756,0.054153,1,0.99501,0.9984
CDYL,2.6745,0.054224,1,0.99501,0.9984
SNX33,2.6737,0.054261,1,0.99501,0.9984
H6PD,2.67,0.054403,1,0.99501,0.9984
RAB11FIP3,-2.6693,0.054428,1,0.99501,0.9984
PRDM14,2.6673,0.054519,1,0.99501,0.9984
FAM59B,-2.6587,0.055016,1,0.99501,0.9984
CCDC176,2.6578,0.055066,1,0.99501,0.9984
ACTL6B,2.6575,0.055085,1,0.99501,0.9984
MYO7A,-2.6541,0.05531,1,0.99501,0.9984
TGM2,2.653,0.055368,1,0.99501,0.9984
PLAUR,2.6518,0.055425,1,0.99501,0.9984
MKLN1,2.6491,0.055576,1,0.99501,0.9984
ARHGEF9,-2.6486,0.055611,1,0.99501,0.9984
FBXW7,2.647,0.055727,1,0.99501,0.9984
BUD31,2.646,0.05581,1,0.99501,0.9984
KBTBD7,2.6437,0.05597,1,0.99501,0.9984
NTN4,2.6422,0.056046,1,0.99501,0.9984
ADM,2.6396,0.056164,1,0.99501,0.9984
TIMMDC1,2.6384,0.05623,1,0.99501,0.9984
SCUBE1,-2.6363,0.05639,1,0.99501,0.9984
VOPP1,2.6331,0.056629,1,0.99501,0.9984
HPS3,2.6316,0.056742,1,0.99501,0.9984
KIAA0907,2.6283,0.056967,1,0.99501,0.9984
GPN2,2.6268,0.057064,1,0.99501,0.9984
E2F1,-2.6259,0.057124,1,0.99501,0.9984
VAC14,-2.6256,0.057143,1,0.99501,0.9984
DPYD,-2.6228,0.057337,1,0.99501,0.9984
C9orf78,-2.6222,0.057369,1,0.99501,0.9984
RABL5,2.6214,0.057417,1,0.99501,0.9984
CASC3,-2.6202,0.057484,1,0.99501,0.9984
EMX2,2.6197,0.057514,1,0.99501,0.9984
KCNH1,-2.6188,0.057579,1,0.99501,0.9984
C6orf130,2.618,0.057623,1,0.99501,0.9984
COPS7B,2.6178,0.057638,1,0.99501,0.9984
FXYD5,2.6167,0.057696,1,0.99501,0.9984
AGBL5,2.6158,0.057735,1,0.99501,0.9984
HSBP1,2.6136,0.05784,1,0.99501,0.9984
FAM171A2,-2.6124,0.057907,1,0.99501,0.9984
DGUOK,2.6123,0.057916,1,0.99501,0.9984
ATP8B2,2.61,0.058094,1,0.99501,0.9984
PDE3B,-2.6095,0.058137,1,0.99501,0.9984
TANC1,2.603,0.05867,1,0.99501,0.9984
C16orf70,-2.599,0.058941,1,0.99501,0.9984
HSPG2,2.5931,0.059294,1,0.99501,0.9984
ZDHHC23,-2.5927,0.059317,1,0.99501,0.9984
C11orf54,2.5906,0.059428,1,0.99501,0.9984
CHRM3,2.5901,0.059453,1,0.99501,0.9984
FAM78B,-2.5869,0.059632,1,0.99501,0.9984
LOC392196,-2.5865,0.059657,1,0.99501,0.9984
CIT,-2.5852,0.059745,1,0.99501,0.9984
C15orf57,-2.5844,0.059793,1,0.99501,0.9984
HTR3B,-2.5783,0.060152,1,0.99501,0.9984
MTPAP,-2.577,0.060209,1,0.99501,0.9984
ZNF677,-2.5765,0.06023,1,0.99501,0.9984
NDFIP2,2.5729,0.060484,1,0.99501,0.9984
HDAC11,2.5728,0.060491,1,0.99501,0.9984
LOC220906,-2.5716,0.060573,1,0.99501,0.9984
USP46,-2.5643,0.06098,1,0.99501,0.9984
NQO2,-2.5642,0.060989,1,0.99501,0.9984
SCAMP2,2.5637,0.061011,1,0.99501,0.9984
CACNA1B,-2.5601,0.06125,1,0.99501,0.9984
SNX11,2.5589,0.061343,1,0.99501,0.9984
ABCA1,2.5581,0.061402,1,0.99501,0.9984
SLC4A8,-2.5561,0.061555,1,0.99501,0.9984
BTBD2,-2.556,0.061562,1,0.99501,0.9984
KCNK3,-2.5543,0.061672,1,0.99501,0.9984
SLC25A25,-2.5512,0.061824,1,0.99501,0.9984
MMP7,2.5507,0.061858,1,0.99501,0.9984
LMCD1,2.5507,0.061861,1,0.99501,0.9984
HSPA4,-2.55,0.061907,1,0.99501,0.9984
STC2,2.5491,0.061972,1,0.99501,0.9984
TLX2,-2.5448,0.062231,1,0.99501,0.9984
MTF2,2.5434,0.062336,1,0.99501,0.9984
FN3K,-2.5418,0.062445,1,0.99501,0.9984
ATAD2,-2.5411,0.06249,1,0.99501,0.9984
SOWAHB,2.5399,0.062564,1,0.99501,0.9984
IREB2,-2.5396,0.062588,1,0.99501,0.9984
ADCY7,-2.5394,0.062602,1,0.99501,0.9984
SEZ6,-2.5365,0.062806,1,0.99501,0.9984
LMNA,2.5362,0.062825,1,0.99501,0.9984
COX17,-2.5351,0.062882,1,0.99501,0.9984
ZNF702P,-2.5337,0.062964,1,0.99501,0.9984
DISP2,-2.5325,0.063045,1,0.99501,0.9984
USP7,-2.5305,0.063195,1,0.99501,0.9984
YIPF3,-2.5286,0.063309,1,0.99501,0.9984
GSKIP,2.5252,0.063552,1,0.99501,0.9984
ARL17A,-2.525,0.063561,1,0.99501,0.9984
APAF1,2.5245,0.063599,1,0.99501,0.9984
GIT1,-2.5234,0.063679,1,0.99501,0.9984
MRPS18A,2.5233,0.063681,1,0.99501,0.9984
ANGPTL4,2.5228,0.063721,1,0.99501,0.9984
ZFYVE19,2.5224,0.063746,1,0.99501,0.9984
RIN3,2.5212,0.063831,1,0.99501,0.9984
COL5A1,2.5211,0.063845,1,0.99501,0.9984
PCDHGB6,2.5209,0.06386,1,0.99501,0.9984
SIX4,-2.5199,0.063938,1,0.99501,0.9984
FBXO44,-2.5175,0.064104,1,0.99501,0.9984
SH3GLB2,-2.5146,0.064258,1,0.99501,0.9984
PDZD7,-2.5137,0.06431,1,0.99501,0.9984
GM2A,2.5101,0.0646,1,0.99501,0.9984
TNIK,-2.5095,0.064654,1,0.99501,0.9984
SLC22A15,-2.5088,0.064713,1,0.99501,0.9984
AP4M1,2.5078,0.06479,1,0.99501,0.9984
FAM70A,-2.5068,0.06487,1,0.99501,0.9984
NDST3,2.4997,0.06548,1,0.99501,0.9984
MMP9,2.4993,0.06551,1,0.99501,0.9984
LRP10,2.4983,0.065593,1,0.99501,0.9984
C8orf59,-2.4977,0.065633,1,0.99501,0.9984
HSPE1,2.4954,0.065785,1,0.99501,0.9984
HIST1H2AB,2.4946,0.065834,1,0.99501,0.9984
ANKRD50,-2.4936,0.065916,1,0.99501,0.9984
SHC4,2.4922,0.066035,1,0.99501,0.9984
CCND2,2.4911,0.066114,1,0.99501,0.9984
ITGA6,2.4906,0.066152,1,0.99501,0.9984
FBN1,2.4889,0.066263,1,0.99501,0.9984
ZNF658,-2.4886,0.066287,1,0.99501,0.9984
REST,2.4861,0.066447,1,0.99501,0.9984
C4orf52,-2.4838,0.066587,1,0.99501,0.9984
LYAR,-2.4835,0.066607,1,0.99501,0.9984
GJA1,2.4812,0.066734,1,0.99501,0.9984
RPS9,2.4805,0.066771,1,0.99501,0.9984
MAPKAP1,2.48,0.066801,1,0.99501,0.9984
ZNF133,2.4797,0.066818,1,0.99501,0.9984
NPC1,2.4763,0.067037,1,0.99501,0.9984
FZD6,2.4743,0.067139,1,0.99501,0.9984
PHF21A,2.4743,0.067141,1,0.99501,0.9984
CHST14,2.4622,0.067947,1,0.99501,0.9984
TMCC3,-2.4601,0.068088,1,0.99501,0.9984
BBX,2.4581,0.068248,1,0.99501,0.9984
ZNF830,-2.4578,0.06828,1,0.99501,0.9984
CDK6,2.4565,0.068398,1,0.99501,0.9984
S100A16,2.4548,0.068544,1,0.99501,0.9984
IDH3G,2.4533,0.068669,1,0.99501,0.9984
MCL1,2.4518,0.068786,1,0.99501,0.9984
ALDH1B1,2.4505,0.068884,1,0.99501,0.9984
ASB7,2.4502,0.068909,1,0.99501,0.9984
FGF10,2.4496,0.068953,1,0.99501,0.9984
SAYSD1,2.4494,0.068964,1,0.99501,0.9984
SLC48A1,-2.447,0.069169,1,0.99501,0.9984
ASMTL,2.4422,0.069527,1,0.99501,0.9984
SPTLC2,-2.4419,0.069557,1,0.99501,0.9984
DALRD3,-2.4419,0.069559,1,0.99501,0.9984
ZNHIT1,2.4408,0.069638,1,0.99501,0.9984
ZBTB6,-2.4382,0.069803,1,0.99501,0.9984
CYTH2,2.4356,0.070044,1,0.99501,0.9984
ERN1,2.4351,0.070102,1,0.99501,0.9984
QSOX1,2.4347,0.070149,1,0.99501,0.9984
FANCF,2.4339,0.070222,1,0.99501,0.9984
RRP9,2.4326,0.070323,1,0.99501,0.9984
TPPP,-2.4279,0.070726,1,0.99501,0.9984
ZNF204P,2.4279,0.070731,1,0.99501,0.9984
PSMB2,-2.4261,0.07088,1,0.99501,0.9984
ADCK5,-2.4243,0.071011,1,0.99501,0.9984
PAIP2B,2.4241,0.071024,1,0.99501,0.9984
RHOT1,-2.4238,0.07104,1,0.99501,0.9984
PDE12,-2.4233,0.071076,1,0.99501,0.9984
PEAK1,-2.423,0.071103,1,0.99501,0.9984
SHFM1,2.4185,0.071594,1,0.99501,0.9984
SEC14L1P1,2.4182,0.071618,1,0.99501,0.9984
MOSPD2,-2.4151,0.071833,1,0.99501,0.9984
SNORA64,-2.4109,0.072024,1,0.99501,0.9984
F8A1,2.4098,0.072103,1,0.99501,0.9984
PLOD1,2.4095,0.072136,1,0.99501,0.9984
ADCK2,-2.4092,0.072179,1,0.99501,0.9984
CBFB,-2.4088,0.072225,1,0.99501,0.9984
CMTM7,2.4062,0.072494,1,0.99501,0.9984
WDR31,2.4038,0.072676,1,0.99501,0.9984
POGZ,-2.4036,0.072698,1,0.99501,0.9984
ELF4,2.4024,0.072784,1,0.99501,0.9984
FAM46A,2.4016,0.072857,1,0.99501,0.9984
GYPC,2.4015,0.072864,1,0.99501,0.9984
SYT9,-2.4001,0.073044,1,0.99501,0.9984
BOD1L1,-2.3984,0.073253,1,0.99501,0.9984
KLHL32,2.3984,0.073256,1,0.99501,0.9984
POLR2J3,2.397,0.073377,1,0.99501,0.9984
ZNF330,2.3969,0.073385,1,0.99501,0.9984
EPHB4,2.396,0.073455,1,0.99501,0.9984
MADD,-2.3937,0.073631,1,0.99501,0.9984
WFDC2,2.3927,0.07371,1,0.99501,0.9984
CSRP2BP,2.3912,0.073855,1,0.99501,0.9984
ANXA5,2.3902,0.073948,1,0.99501,0.9984
FN1,2.3896,0.074002,1,0.99501,0.9984
SERINC5,2.3873,0.074135,1,0.99501,0.9984
ARID5B,2.3861,0.074211,1,0.99501,0.9984
SRPX,2.3854,0.07426,1,0.99501,0.9984
DDX5,2.383,0.074444,1,0.99501,0.9984
MTMR1,-2.3794,0.074765,1,0.99501,0.9984
CTGF,2.3787,0.074837,1,0.99501,0.9984
SRR,2.3765,0.075051,1,0.99501,0.9984
USP4,-2.3759,0.075105,1,0.99501,0.9984
NSMCE1,-2.3757,0.07512,1,0.99501,0.9984
TRIP6,2.3744,0.07523,1,0.99501,0.9984
DPP9,2.3728,0.075372,1,0.99501,0.9984
PWP2,2.3714,0.075497,1,0.99501,0.9984
PPP1R14B,2.3698,0.075625,1,0.99501,0.9984
FAM123B,2.3682,0.075749,1,0.99501,0.9984
SHISA6,-2.3676,0.075788,1,0.99501,0.9984
SPOCK3,-2.3665,0.075866,1,0.99501,0.9984
BAI3,2.3653,0.075963,1,0.99501,0.9984
SLC16A3,2.3639,0.076081,1,0.99501,0.9984
ZNF641,2.3635,0.076113,1,0.99501,0.9984
HNRNPM,2.363,0.076158,1,0.99501,0.9984
SOX11,2.3603,0.076402,1,0.99501,0.9984
ILVBL,2.3569,0.076741,1,0.99501,0.9984
DCBLD2,2.3552,0.076892,1,0.99501,0.9984
PHF21B,-2.3543,0.076963,1,0.99501,0.9984
MTIF2,-2.352,0.077192,1,0.99501,0.9984
PIM1,2.3519,0.077203,1,0.99501,0.9984
MSH6,2.3505,0.077353,1,0.99501,0.9984
LIMD2,-2.3488,0.077499,1,0.99501,0.9984
THUMPD2,-2.3472,0.077628,1,0.99501,0.9984
ZNF649,2.3463,0.077696,1,0.99501,0.9984
ZMAT5,2.3457,0.07774,1,0.99501,0.9984
SURF4,2.3444,0.077847,1,0.99501,0.9984
HIAT1,2.3441,0.077881,1,0.99501,0.9984
SRGAP2,2.3393,0.078324,1,0.99501,0.9984
SFMBT2,-2.3379,0.078424,1,0.99501,0.9984
KIAA1009,2.3372,0.078478,1,0.99501,0.9984
LOC100527964,-2.3371,0.078486,1,0.99501,0.9984
POLDIP3,2.3352,0.078643,1,0.99501,0.9984
RXRG,-2.3304,0.079068,1,0.99501,0.9984
IRF9,2.3293,0.079165,1,0.99501,0.9984
PPP1R12B,2.329,0.079198,1,0.99501,0.9984
C11orf74,2.3289,0.079202,1,0.99501,0.9984
ASB8,-2.3285,0.07924,1,0.99501,0.9984
MPZL1,2.3277,0.07932,1,0.99501,0.9984
PTPN23,-2.3261,0.07947,1,0.99501,0.9984
LOC100379224,2.3247,0.07959,1,0.99501,0.9984
FOSL2,2.3242,0.079632,1,0.99501,0.9984
USP11,2.3217,0.079823,1,0.99501,0.9984
CAMK2N2,-2.3215,0.079832,1,0.99501,0.9984
LGI1,-2.3188,0.080061,1,0.99501,0.9984
ZSCAN16,2.3176,0.08017,1,0.99501,0.9984
FBXO31,-2.3167,0.080242,1,0.99501,0.9984
PSD,-2.3157,0.080317,1,0.99501,0.9984
C6orf203,2.3118,0.0807,1,0.99501,0.9984
TPPP3,-2.3117,0.080718,1,0.99501,0.9984
NMNAT2,-2.3112,0.080765,1,0.99501,0.9984
GSTP1,2.3103,0.080869,1,0.99501,0.9984
ABCG4,-2.3092,0.080993,1,0.99501,0.9984
ZNF300,-2.307,0.081198,1,0.99501,0.9984
TTLL4,2.3033,0.081554,1,0.99501,0.9984
ATP1A1,-2.303,0.081595,1,0.99501,0.9984
ST14,2.3008,0.081803,1,0.99501,0.9984
PRPF19,2.3005,0.081827,1,0.99501,0.9984
HCRTR2,2.2995,0.081924,1,0.99501,0.9984
NCAPG2,2.2988,0.081997,1,0.99501,0.9984
FAM120A,-2.298,0.082069,1,0.99501,0.9984
USP20,-2.2974,0.082127,1,0.99501,0.9984
HMGB3,2.2938,0.082498,1,0.99501,0.9984
LAMTOR1,2.2937,0.082508,1,0.99501,0.9984
CFLAR,-2.2912,0.082788,1,0.99501,0.9984
ARHGAP20,-2.29,0.082917,1,0.99501,0.9984
ZNF282,-2.2894,0.082969,1,0.99501,0.9984
NEURL1B,2.2886,0.08305,1,0.99501,0.9984
ZNF442,2.2876,0.083158,1,0.99501,0.9984
LOC100505876,2.2872,0.083203,1,0.99501,0.9984
NT5C2,2.2867,0.083265,1,0.99501,0.9984
WSB1,2.2864,0.08331,1,0.99501,0.9984
FAM222A,-2.2857,0.083391,1,0.99501,0.9984
EFTUD2,2.2848,0.083508,1,0.99501,0.9984
COPS8,-2.2846,0.083539,1,0.99501,0.9984
GCA,2.2836,0.083651,1,0.99501,0.9984
RPS8,2.2813,0.083909,1,0.99501,0.9984
RASA3,-2.2786,0.084162,1,0.99501,0.9984
CDKL4,-2.2785,0.084175,1,0.99501,0.9984
TES,2.2784,0.084187,1,0.99501,0.9984
RNFT1,2.2776,0.084286,1,0.99501,0.9984
RPN2,2.2773,0.08433,1,0.99501,0.9984
CCDC115,2.277,0.084375,1,0.99501,0.9984
CYC1,2.2744,0.084672,1,0.99501,0.9984
CORO2A,-2.2727,0.084812,1,0.99501,0.9984
TRIP10,2.2707,0.085003,1,0.99501,0.9984
SPRED3,-2.2677,0.085293,1,0.99501,0.9984
BRI3BP,-2.2672,0.085344,1,0.99501,0.9984
PACSIN2,2.2671,0.085357,1,0.99501,0.9984
RNF122,2.2664,0.085429,1,0.99501,0.9984
ADAMTSL4,2.2655,0.085523,1,0.99501,0.9984
SYN3,-2.2644,0.085632,1,0.99501,0.9984
PIK3CB,-2.262,0.085859,1,0.99501,0.9984
UBE2Z,2.2619,0.08587,1,0.99501,0.9984
CHCHD10,-2.2611,0.085945,1,0.99501,0.9984
EML2,-2.2569,0.086377,1,0.99501,0.9984
ABHD3,-2.2565,0.086426,1,0.99501,0.9984
METTL16,-2.2538,0.086706,1,0.99501,0.9984
CNN1,2.2536,0.086722,1,0.99501,0.9984
GNG8,-2.2513,0.086944,1,0.99501,0.9984
TDRD3,2.2513,0.086947,1,0.99501,0.9984
SHQ1,2.2501,0.087044,1,0.99501,0.9984
A2M,2.2489,0.087147,1,0.99501,0.9984
CATSPER2P1,2.2483,0.087206,1,0.99501,0.9984
COL6A1,-2.2479,0.087257,1,0.99501,0.9984
NUP50,-2.2464,0.087474,1,0.99501,0.9984
COL1A1,2.2455,0.087599,1,0.99501,0.9984
C3orf37,2.2452,0.087634,1,0.99501,0.9984
NBPF1,2.2427,0.087881,1,0.99501,0.9984
STX5,2.2421,0.087938,1,0.99501,0.9984
PALD1,-2.2416,0.087984,1,0.99501,0.9984
RNF187,-2.2412,0.088023,1,0.99501,0.9984
PARD3,2.2402,0.088117,1,0.99501,0.9984
LOC349196,2.2395,0.088184,1,0.99501,0.9984
SNAP23,2.2395,0.088187,1,0.99501,0.9984
SERPINB9,-2.2355,0.088599,1,0.99501,0.9984
KRT7,2.2351,0.088636,1,0.99501,0.9984
NECAB3,-2.235,0.088643,1,0.99501,0.9984
BAGE2,-2.2335,0.088809,1,0.99501,0.9984
MYO9B,2.2335,0.088809,1,0.99501,0.9984
CSDC2,-2.2321,0.088943,1,0.99501,0.9984
MRC2,2.231,0.089063,1,0.99501,0.9984
FAM228A,2.2286,0.089319,1,0.99501,0.9984
LARP7,2.228,0.089386,1,0.99501,0.9984
PAQR7,-2.228,0.089389,1,0.99501,0.9984
TPP1,2.2253,0.089657,1,0.99501,0.9984
TTLL12,-2.2228,0.089911,1,0.99501,0.9984
MAPK9,-2.2226,0.089941,1,0.99501,0.9984
CCDC58,-2.222,0.089997,1,0.99501,0.9984
STX8,2.2212,0.090086,1,0.99501,0.9984
GPRASP2,-2.2197,0.090246,1,0.99501,0.9984
ARHGAP31,2.2191,0.090315,1,0.99501,0.9984
UPK3BL,2.2181,0.090432,1,0.99501,0.9984
MGAT4B,-2.2177,0.090497,1,0.99501,0.9984
SREK1IP1,2.2174,0.090544,1,0.99501,0.9984
DPH2,2.2171,0.090593,1,0.99501,0.9984
PCGF2,2.217,0.0906,1,0.99501,0.9984
ZNF429,-2.2148,0.090874,1,0.99501,0.9984
HSPB1,2.2115,0.091156,1,0.99501,0.9984
ZNF385D,2.2107,0.091243,1,0.99501,0.9984
CDS2,-2.2104,0.091275,1,0.99501,0.9984
ARMC4,-2.2078,0.09151,1,0.99501,0.9984
RARS2,2.2048,0.091756,1,0.99501,0.9984
FAM203A,-2.2046,0.09177,1,0.99501,0.9984
RB1,-2.2019,0.092022,1,0.99501,0.9984
UFM1,2.2008,0.092139,1,0.99501,0.9984
PLXNA4,2.2007,0.092155,1,0.99501,0.9984
FZD2,2.2007,0.09216,1,0.99501,0.9984
