Gene,t-scores,p-values,FDR-adjusted p-values,q-values,BH FDR-adjusted p-values
CCDC160,1.8256,0.11555,1,0.99956,0.99956
ASPH,-1.8256,0.11555,1,0.99956,0.99956
SEPSECS,-1.8251,0.11563,1,0.99956,0.99956
PHKB,1.8231,0.11601,1,0.99956,0.99956
ASXL3,1.8157,0.11719,1,0.99956,0.99956
LEMD3,1.8153,0.11724,1,0.99956,0.99956
TTC29,1.8139,0.11745,1,0.99956,0.99956
GYG2P1,-1.8134,0.11753,1,0.99956,0.99956
WDR7,1.8131,0.11758,1,0.99956,0.99956
GRM7,1.8116,0.11786,1,0.99956,0.99956
KCNV1,1.8112,0.11793,1,0.99956,0.99956
C16orf62,1.8111,0.11796,1,0.99956,0.99956
KC6,1.8107,0.11802,1,0.99956,0.99956
SNRPE,-1.8089,0.11835,1,0.99956,0.99956
LOC100630923,1.8088,0.11836,1,0.99956,0.99956
DDX11-AS1,1.8082,0.11846,1,0.99956,0.99956
PRKACA,1.8063,0.11876,1,0.99956,0.99956
ZC3H12B,-1.8035,0.11921,1,0.99956,0.99956
NSUN3,1.8011,0.11959,1,0.99956,0.99956
FAM71E1,-1.8,0.11976,1,0.99956,0.99956
C18orf54,-1.7991,0.1199,1,0.99956,0.99956
MPDU1,-1.7987,0.11996,1,0.99956,0.99956
RSF1,1.7966,0.12029,1,0.99956,0.99956
NISCH,1.7965,0.1203,1,0.99956,0.99956
TTC30B,1.7958,0.12041,1,0.99956,0.99956
USP17L2,1.7956,0.12045,1,0.99956,0.99956
MAN1A2,1.7945,0.12063,1,0.99956,0.99956
LOC100506123,1.7944,0.12065,1,0.99956,0.99956
RNFT1,1.7869,0.12195,1,0.99956,0.99956
LOC100507266,1.7865,0.12203,1,0.99956,0.99956
TBL1XR1,1.7846,0.12237,1,0.99956,0.99956
CBLB,1.7835,0.12259,1,0.99956,0.99956
PAPD7,1.7821,0.12285,1,0.99956,0.99956
PAPSS1,1.7775,0.12367,1,0.99956,0.99956
NEK1,1.777,0.12377,1,0.99956,0.99956
ZNF329,1.7763,0.1239,1,0.99956,0.99956
WDR74,-1.7758,0.12398,1,0.99956,0.99956
PCDH11X,1.7731,0.12447,1,0.99956,0.99956
DDX18,-1.7718,0.1247,1,0.99956,0.99956
ZFAT,1.7712,0.12481,1,0.99956,0.99956
TTI1,1.7705,0.12493,1,0.99956,0.99956
HIST1H2BN,-1.77,0.12502,1,0.99956,0.99956
NUPL2,1.7695,0.12511,1,0.99956,0.99956
C4orf52,-1.7691,0.12517,1,0.99956,0.99956
C22orf23,1.7687,0.12524,1,0.99956,0.99956
PMS2CL,-1.7677,0.12544,1,0.99956,0.99956
DGCR11,1.7675,0.12547,1,0.99956,0.99956
AIMP1,-1.7671,0.12554,1,0.99956,0.99956
ZNF76,1.7656,0.12581,1,0.99956,0.99956
FAM214A,1.7655,0.12583,1,0.99956,0.99956
GIT1,-1.7641,0.12607,1,0.99956,0.99956
RPL9,-1.7616,0.12653,1,0.99956,0.99956
CNIH2,1.7615,0.12656,1,0.99956,0.99956
HIST1H4K,-1.7615,0.12657,1,0.99956,0.99956
KCTD17,1.7609,0.12668,1,0.99956,0.99956
MICA,-1.7593,0.12695,1,0.99956,0.99956
ANKRD10,-1.7585,0.1271,1,0.99956,0.99956
EXT1,-1.7581,0.12717,1,0.99956,0.99956
CXorf56,-1.7575,0.12728,1,0.99956,0.99956
NAP1L3,1.7567,0.12744,1,0.99956,0.99956
HNRNPUL2,1.7561,0.12755,1,0.99956,0.99956
EXOC7,1.7552,0.12774,1,0.99956,0.99956
POLR2H,-1.7543,0.12793,1,0.99956,0.99956
FAM134B,1.754,0.12798,1,0.99956,0.99956
ZNF839,-1.7535,0.12808,1,0.99956,0.99956
LYPD6,-1.7512,0.12848,1,0.99956,0.99956
FAM111B,1.7493,0.12888,1,0.99956,0.99956
TBCK,1.748,0.12914,1,0.99956,0.99956
PCDH17,1.7471,0.12933,1,0.99956,0.99956
SNORA34,-1.7448,0.12971,1,0.99956,0.99956
ASCL1,-1.7437,0.12994,1,0.99956,0.99956
TMEM136,-1.7426,0.13015,1,0.99956,0.99956
ZFHX4,1.742,0.13025,1,0.99956,0.99956
DUSP19,-1.7405,0.13057,1,0.99956,0.99956
ANKRD24,-1.7399,0.13068,1,0.99956,0.99956
CABIN1,1.7391,0.13086,1,0.99956,0.99956
RNF123,1.7388,0.13092,1,0.99956,0.99956
BBIP1,-1.7386,0.13095,1,0.99956,0.99956
ZNF790,1.738,0.13107,1,0.99956,0.99956
HOOK3,1.7368,0.13128,1,0.99956,0.99956
CENPP,-1.7351,0.13161,1,0.99956,0.99956
GTF2E2,-1.7342,0.13178,1,0.99956,0.99956
UROD,-1.7315,0.13232,1,0.99956,0.99956
KLHL9,1.731,0.13243,1,0.99956,0.99956
TRIM33,1.7293,0.13279,1,0.99956,0.99956
TARS2,-1.728,0.13302,1,0.99956,0.99956
RBKS,1.7267,0.13325,1,0.99956,0.99956
PELO,-1.7266,0.13326,1,0.99956,0.99956
ZUFSP,1.7264,0.1333,1,0.99956,0.99956
CACTIN,-1.726,0.13336,1,0.99956,0.99956
RASA4CP,1.7231,0.13391,1,0.99956,0.99956
SNRPA,-1.7222,0.13408,1,0.99956,0.99956
OMA1,-1.7211,0.13427,1,0.99956,0.99956
NLRP2,1.7191,0.13468,1,0.99956,0.99956
ZNF562,-1.7165,0.13524,1,0.99956,0.99956
PURG,1.7151,0.13553,1,0.99956,0.99956
FLJ36000,1.7142,0.13571,1,0.99956,0.99956
C14orf37,1.7132,0.13589,1,0.99956,0.99956
SLIT3,1.7116,0.1362,1,0.99956,0.99956
ARHGEF19,-1.7109,0.13634,1,0.99956,0.99956
FGFR1OP2,-1.7092,0.13663,1,0.99956,0.99956
MRPS10,-1.7084,0.13679,1,0.99956,0.99956
RNASEH2B,1.708,0.13688,1,0.99956,0.99956
THBS4,-1.7048,0.13756,1,0.99956,0.99956
TCTEX1D1,1.7039,0.13774,1,0.99956,0.99956
TTLL3,1.7039,0.13775,1,0.99956,0.99956
TMEM179,1.7029,0.13795,1,0.99956,0.99956
USPL1,1.7022,0.13807,1,0.99956,0.99956
XRRA1,1.7016,0.1382,1,0.99956,0.99956
MERTK,-1.7005,0.13842,1,0.99956,0.99956
ERO1L,-1.6991,0.1387,1,0.99956,0.99956
DNAJC17,1.6989,0.13875,1,0.99956,0.99956
HSPA1L,1.6984,0.13885,1,0.99956,0.99956
BFAR,-1.698,0.13893,1,0.99956,0.99956
DDX46,1.6963,0.13927,1,0.99956,0.99956
DOC2B,-1.695,0.13956,1,0.99956,0.99956
FAM182B,-1.694,0.13976,1,0.99956,0.99956
TET2,1.694,0.13976,1,0.99956,0.99956
CAMK2B,1.6934,0.13988,1,0.99956,0.99956
TAF9,-1.6914,0.14027,1,0.99956,0.99956
LOC100379224,1.6913,0.14029,1,0.99956,0.99956
PRPF39,-1.691,0.14037,1,0.99956,0.99956
ZNF44,-1.6905,0.14046,1,0.99956,0.99956
CLIP4,1.6903,0.14051,1,0.99956,0.99956
TAZ,-1.69,0.14057,1,0.99956,0.99956
VTI1B,1.6887,0.14086,1,0.99956,0.99956
RPE,-1.6871,0.14118,1,0.99956,0.99956
RBMS1,-1.6861,0.14138,1,0.99956,0.99956
LOC654433,-1.6853,0.14152,1,0.99956,0.99956
PASK,1.6845,0.1417,1,0.99956,0.99956
LRRC24,1.6838,0.14188,1,0.99956,0.99956
NPAT,1.6838,0.14189,1,0.99956,0.99956
STAMBP,-1.6823,0.14223,1,0.99956,0.99956
TAS2R14,1.6819,0.14231,1,0.99956,0.99956
STK4,1.6819,0.14233,1,0.99956,0.99956
CTNNBL1,-1.6809,0.14254,1,0.99956,0.99956
SUPT4H1,1.679,0.14293,1,0.99956,0.99956
SAT1,-1.6789,0.14297,1,0.99956,0.99956
KLHL18,1.6781,0.14312,1,0.99956,0.99956
AHI1,1.6769,0.14336,1,0.99956,0.99956
EIF2C4,1.6768,0.14337,1,0.99956,0.99956
SYAP1,1.6767,0.1434,1,0.99956,0.99956
HECA,1.6762,0.14351,1,0.99956,0.99956
KIAA0100,1.6762,0.14351,1,0.99956,0.99956
TRIM24,1.6745,0.14385,1,0.99956,0.99956
SNORA52,-1.6706,0.14479,1,0.99956,0.99956
ACBD6,-1.669,0.1451,1,0.99956,0.99956
GSDMD,1.6688,0.14514,1,0.99956,0.99956
IFIT5,1.6679,0.14531,1,0.99956,0.99956
ZNF223,1.6676,0.14536,1,0.99956,0.99956
BNC1,-1.6674,0.1454,1,0.99956,0.99956
HEMK1,-1.6665,0.14555,1,0.99956,0.99956
WBP5,1.6661,0.14562,1,0.99956,0.99956
SHMT1,-1.6657,0.14569,1,0.99956,0.99956
NUAK1,-1.6652,0.14578,1,0.99956,0.99956
UBA1,1.6649,0.14585,1,0.99956,0.99956
PTCHD4,-1.6591,0.14703,1,0.99956,0.99956
WDR92,1.659,0.14705,1,0.99956,0.99956
ZBTB8OS,-1.6558,0.14769,1,0.99956,0.99956
MCCC2,1.6543,0.14798,1,0.99956,0.99956
PPP1R9A,1.6543,0.14798,1,0.99956,0.99956
BCAR3,-1.6537,0.1481,1,0.99956,0.99956
KATNAL1,1.6524,0.14836,1,0.99956,0.99956
ABCF1,1.6503,0.14877,1,0.99956,0.99956
TEFM,1.65,0.14882,1,0.99956,0.99956
KDM6B,1.6489,0.14904,1,0.99956,0.99956
WIPI1,1.6479,0.14923,1,0.99956,0.99956
ANK2,1.6468,0.14947,1,0.99956,0.99956
APPBP2,1.646,0.14966,1,0.99956,0.99956
IGDCC4,1.6459,0.14967,1,0.99956,0.99956
TAS2R3,1.6459,0.14968,1,0.99956,0.99956
DNAJB9,-1.6452,0.14984,1,0.99956,0.99956
PNMAL2,1.643,0.15028,1,0.99956,0.99956
SNORA12,-1.6422,0.15045,1,0.99956,0.99956
EYA1,1.6417,0.15058,1,0.99956,0.99956
OBSCN,1.6406,0.15081,1,0.99956,0.99956
CCDC101,1.6398,0.15099,1,0.99956,0.99956
TMEM42,-1.6398,0.151,1,0.99956,0.99956
TMEM53,1.6377,0.15145,1,0.99956,0.99956
AUP1,-1.6364,0.15176,1,0.99956,0.99956
KIAA0319,1.6357,0.15197,1,0.99956,0.99956
SNORA77,1.635,0.15214,1,0.99956,0.99956
IFT57,1.6333,0.15255,1,0.99956,0.99956
NDUFB11,1.6311,0.15303,1,0.99956,0.99956
MAN1A1,-1.6307,0.15312,1,0.99956,0.99956
MYO16,1.6302,0.15323,1,0.99956,0.99956
FAM72D,-1.6288,0.15355,1,0.99956,0.99956
PCYT1B,1.6283,0.15366,1,0.99956,0.99956
RIMBP2,1.6279,0.15375,1,0.99956,0.99956
TAF6L,1.6266,0.15407,1,0.99956,0.99956
IFT122,1.6255,0.15434,1,0.99956,0.99956
SOAT1,-1.6253,0.15438,1,0.99956,0.99956
ZNF222,1.6239,0.1547,1,0.99956,0.99956
MYO18A,1.6234,0.1548,1,0.99956,0.99956
ZBED5,1.623,0.15489,1,0.99956,0.99956
C15orf41,1.6229,0.15491,1,0.99956,0.99956
SMAD2,1.6227,0.15495,1,0.99956,0.99956
CS,1.6227,0.15496,1,0.99956,0.99956
XPOT,-1.6222,0.15506,1,0.99956,0.99956
FJX1,1.6189,0.15578,1,0.99956,0.99956
DND1,1.6185,0.15586,1,0.99956,0.99956
CLRN1,1.6178,0.15602,1,0.99956,0.99956
COL4A1,-1.6176,0.15605,1,0.99956,0.99956
DCLRE1C,1.6172,0.15616,1,0.99956,0.99956
TOR1AIP2,1.6171,0.15616,1,0.99956,0.99956
NADSYN1,-1.6146,0.15679,1,0.99956,0.99956
UBE2Q1,-1.6142,0.15687,1,0.99956,0.99956
KRTAP5-1,1.6138,0.15697,1,0.99956,0.99956
ZNF510,1.6125,0.15728,1,0.99956,0.99956
COG4,1.6123,0.15732,1,0.99956,0.99956
EPSTI1,1.6123,0.15733,1,0.99956,0.99956
NPAS3,1.6118,0.15743,1,0.99956,0.99956
LOC100506060,-1.6112,0.15756,1,0.99956,0.99956
PPP2R3A,1.611,0.1576,1,0.99956,0.99956
TBC1D1,1.6107,0.15767,1,0.99956,0.99956
GPC1,1.6106,0.1577,1,0.99956,0.99956
ZNF700,1.6103,0.15776,1,0.99956,0.99956
RPL27,-1.6099,0.15787,1,0.99956,0.99956
GUSBP1,1.6072,0.1585,1,0.99956,0.99956
ELP3,1.6067,0.15862,1,0.99956,0.99956
TRPS1,1.606,0.15875,1,0.99956,0.99956
MATN2,-1.6056,0.15883,1,0.99956,0.99956
CATSPER2P1,1.6056,0.15883,1,0.99956,0.99956
SIRT2,1.6055,0.15886,1,0.99956,0.99956
AUNIP,-1.6052,0.15892,1,0.99956,0.99956
SAFB,1.6047,0.15902,1,0.99956,0.99956
PCNT,1.6043,0.15912,1,0.99956,0.99956
CTCF,1.6033,0.15937,1,0.99956,0.99956
LCN9,1.6026,0.15953,1,0.99956,0.99956
DHCR7,1.6022,0.15961,1,0.99956,0.99956
EIF2AK2,1.6018,0.15971,1,0.99956,0.99956
FAM155B,1.6013,0.1598,1,0.99956,0.99956
STK36,1.6005,0.15999,1,0.99956,0.99956
SLC11A2,-1.5991,0.16033,1,0.99956,0.99956
RNF24,1.5978,0.16068,1,0.99956,0.99956
CELF4,-1.5973,0.16082,1,0.99956,0.99956
ZNF585A,-1.5972,0.16084,1,0.99956,0.99956
REPS2,1.5946,0.16135,1,0.99956,0.99956
ATP6V0D1,1.5943,0.16142,1,0.99956,0.99956
PACS1,1.591,0.16212,1,0.99956,0.99956
ABCA11P,-1.5906,0.16221,1,0.99956,0.99956
ARHGEF1,-1.5905,0.16225,1,0.99956,0.99956
PNO1,-1.5905,0.16225,1,0.99956,0.99956
PDSS1,1.5902,0.16232,1,0.99956,0.99956
ZNF625,-1.5902,0.16233,1,0.99956,0.99956
CAPG,-1.59,0.16238,1,0.99956,0.99956
LONRF2,1.5896,0.16248,1,0.99956,0.99956
PPIL2,1.5895,0.16253,1,0.99956,0.99956
ACACB,1.5894,0.16255,1,0.99956,0.99956
TRPC3,1.589,0.16265,1,0.99956,0.99956
ATP6V0E1,-1.5885,0.16276,1,0.99956,0.99956
MAML2,1.5884,0.16278,1,0.99956,0.99956
GNS,1.5878,0.1629,1,0.99956,0.99956
CCNE1,1.5869,0.1631,1,0.99956,0.99956
DTL,-1.5869,0.1631,1,0.99956,0.99956
AP1G1,1.5864,0.16321,1,0.99956,0.99956
NDUFA11,1.5863,0.16322,1,0.99956,0.99956
STK10,1.5854,0.16342,1,0.99956,0.99956
TIMMDC1,1.5849,0.16354,1,0.99956,0.99956
FAM149A,1.5846,0.16362,1,0.99956,0.99956
PIPOX,-1.5842,0.16371,1,0.99956,0.99956
REC8,1.5835,0.16393,1,0.99956,0.99956
FAM8A1,1.5822,0.16427,1,0.99956,0.99956
BCL2L12,-1.5816,0.16445,1,0.99956,0.99956
ARNT2,1.581,0.1646,1,0.99956,0.99956
USP17L6P,1.5794,0.16508,1,0.99956,0.99956
N4BP2L2,1.5763,0.1658,1,0.99956,0.99956
TYW5,-1.5744,0.16627,1,0.99956,0.99956
LAGE3,1.5743,0.16627,1,0.99956,0.99956
ZNF230,1.574,0.16633,1,0.99956,0.99956
HAX1,-1.5734,0.16646,1,0.99956,0.99956
UBXN7,1.5726,0.16663,1,0.99956,0.99956
ZDHHC13,1.5725,0.16665,1,0.99956,0.99956
UBE2D2,-1.5719,0.16678,1,0.99956,0.99956
EPRS,-1.5714,0.16687,1,0.99956,0.99956
MRPL42,-1.5709,0.16699,1,0.99956,0.99956
AKR1E2,-1.5701,0.1672,1,0.99956,0.99956
FBXO27,-1.5696,0.16732,1,0.99956,0.99956
CNTNAP2,1.5687,0.16754,1,0.99956,0.99956
FAM108A1,1.5681,0.1677,1,0.99956,0.99956
CAMK1,1.5677,0.16783,1,0.99956,0.99956
SLC25A10,1.5671,0.16797,1,0.99956,0.99956
ZNF169,-1.5664,0.16812,1,0.99956,0.99956
PPP1R26,1.5651,0.16838,1,0.99956,0.99956
COG6,-1.5641,0.16859,1,0.99956,0.99956
FKBP2,1.5637,0.16868,1,0.99956,0.99956
GATAD2B,1.5625,0.16896,1,0.99956,0.99956
PTBP2,1.5624,0.169,1,0.99956,0.99956
EDF1,1.5612,0.16928,1,0.99956,0.99956
CBX8,1.5604,0.16948,1,0.99956,0.99956
UBXN2B,1.5595,0.16971,1,0.99956,0.99956
ZNF613,1.5593,0.16976,1,0.99956,0.99956
RAD54B,-1.5589,0.16988,1,0.99956,0.99956
TRANK1,1.5584,0.17,1,0.99956,0.99956
VPS39,1.5572,0.17032,1,0.99956,0.99956
C10orf47,-1.556,0.1706,1,0.99956,0.99956
CMC4,1.5553,0.17076,1,0.99956,0.99956
MAGI2,1.5552,0.17078,1,0.99956,0.99956
SHPK,-1.5538,0.17113,1,0.99956,0.99956
GTPBP10,1.5535,0.17123,1,0.99956,0.99956
HSPA14,-1.5531,0.17131,1,0.99956,0.99956
LSM3,1.5528,0.17139,1,0.99956,0.99956
LOC286437,1.5519,0.17161,1,0.99956,0.99956
LGALS3,-1.5512,0.17177,1,0.99956,0.99956
LNP1,1.5504,0.17196,1,0.99956,0.99956
TRMT12,1.5495,0.17216,1,0.99956,0.99956
RPL39L,-1.549,0.17226,1,0.99956,0.99956
TTC39A,1.549,0.17227,1,0.99956,0.99956
ZNF546,1.5483,0.17244,1,0.99956,0.99956
NOP2,-1.5481,0.17248,1,0.99956,0.99956
ENPP1,1.548,0.1725,1,0.99956,0.99956
EMC9,1.547,0.17277,1,0.99956,0.99956
C12orf44,1.5462,0.17295,1,0.99956,0.99956
CGGBP1,1.5449,0.17324,1,0.99956,0.99956
GNPNAT1,-1.5448,0.17325,1,0.99956,0.99956
PUS7,-1.5443,0.1734,1,0.99956,0.99956
TCN2,1.5438,0.17354,1,0.99956,0.99956
RGS20,-1.5425,0.17387,1,0.99956,0.99956
NIPAL3,-1.5406,0.1743,1,0.99956,0.99956
ARF3,1.5401,0.17441,1,0.99956,0.99956
CHD4,1.5393,0.1746,1,0.99956,0.99956
NRP1,1.5386,0.17478,1,0.99956,0.99956
LOC100129961,1.538,0.17494,1,0.99956,0.99956
ZNF37BP,1.5372,0.17514,1,0.99956,0.99956
MEPCE,1.5358,0.17551,1,0.99956,0.99956
EEF1E1,-1.5354,0.17561,1,0.99956,0.99956
ZDBF2,1.5351,0.17569,1,0.99956,0.99956
EEFSEC,1.5348,0.17574,1,0.99956,0.99956
GNAZ,1.5341,0.17591,1,0.99956,0.99956
FDX1L,-1.5333,0.17606,1,0.99956,0.99956
C15orf37,-1.5331,0.17611,1,0.99956,0.99956
CAMK1D,1.5324,0.17629,1,0.99956,0.99956
FBXO16,1.5324,0.17629,1,0.99956,0.99956
NOP16,-1.5319,0.17643,1,0.99956,0.99956
SNORA6,-1.5319,0.17643,1,0.99956,0.99956
APOM,1.5309,0.1767,1,0.99956,0.99956
PPFIA4,-1.5298,0.17697,1,0.99956,0.99956
NTN3,1.5293,0.17707,1,0.99956,0.99956
RANBP1,1.5292,0.17711,1,0.99956,0.99956
NFKB2,-1.5291,0.17713,1,0.99956,0.99956
SLC24A6,-1.528,0.17742,1,0.99956,0.99956
SNHG5,-1.527,0.17767,1,0.99956,0.99956
LOC727849,1.527,0.17767,1,0.99956,0.99956
EML5,1.5269,0.1777,1,0.99956,0.99956
SLC45A1,1.5266,0.17778,1,0.99956,0.99956
SDHAF1,-1.5264,0.17784,1,0.99956,0.99956
NAA50,-1.5262,0.1779,1,0.99956,0.99956
LACE1,1.5247,0.17831,1,0.99956,0.99956
ZNF124,-1.5225,0.17887,1,0.99956,0.99956
IMP4,-1.5219,0.17901,1,0.99956,0.99956
WDR63,1.5214,0.17914,1,0.99956,0.99956
ZNF133,1.5213,0.17917,1,0.99956,0.99956
KLHL1,1.521,0.17924,1,0.99956,0.99956
TP53INP1,1.5209,0.17926,1,0.99956,0.99956
GOPC,1.5205,0.17935,1,0.99956,0.99956
TINF2,1.5197,0.17957,1,0.99956,0.99956
UFC1,1.5193,0.17966,1,0.99956,0.99956
ARNTL,1.5189,0.17977,1,0.99956,0.99956
PECR,-1.5182,0.17994,1,0.99956,0.99956
FILIP1,1.5178,0.18004,1,0.99956,0.99956
SESN3,1.5178,0.18004,1,0.99956,0.99956
PPP4R2,1.5175,0.18012,1,0.99956,0.99956
TPRKB,1.5175,0.18013,1,0.99956,0.99956
ZNF706,-1.5169,0.18027,1,0.99956,0.99956
RGPD2,1.516,0.18053,1,0.99956,0.99956
ETV5,-1.5156,0.18063,1,0.99956,0.99956
AMOT,1.5153,0.18069,1,0.99956,0.99956
AK3,1.5153,0.1807,1,0.99956,0.99956
NIPA2,-1.5145,0.1809,1,0.99956,0.99956
SELL,1.514,0.18103,1,0.99956,0.99956
KIAA1468,1.5139,0.18105,1,0.99956,0.99956
THBS3,1.5138,0.18107,1,0.99956,0.99956
ESCO2,1.5136,0.18113,1,0.99956,0.99956
EIF3D,-1.5135,0.18114,1,0.99956,0.99956
ZDHHC1,1.5132,0.18121,1,0.99956,0.99956
BBS9,1.5119,0.18154,1,0.99956,0.99956
MORC3,1.5111,0.18173,1,0.99956,0.99956
LRRCC1,1.5111,0.18174,1,0.99956,0.99956
SENP3,-1.5091,0.18224,1,0.99956,0.99956
TRAF6,1.509,0.18227,1,0.99956,0.99956
MAPRE1,1.509,0.18227,1,0.99956,0.99956
CSRP2BP,1.5082,0.1825,1,0.99956,0.99956
GPX3,1.508,0.18255,1,0.99956,0.99956
MID2,1.5079,0.18259,1,0.99956,0.99956
USP38,1.5078,0.18261,1,0.99956,0.99956
C14orf105,1.5074,0.18273,1,0.99956,0.99956
PXDN,1.507,0.18285,1,0.99956,0.99956
UXS1,1.5066,0.18294,1,0.99956,0.99956
CCDC19,1.5064,0.18298,1,0.99956,0.99956
CHCHD4,-1.5054,0.18321,1,0.99956,0.99956
SNRK,1.5033,0.18376,1,0.99956,0.99956
COX6C,1.5026,0.18396,1,0.99956,0.99956
EPB41L3,1.5022,0.18408,1,0.99956,0.99956
RCBTB2,1.5012,0.18435,1,0.99956,0.99956
TLE6,1.5003,0.1846,1,0.99956,0.99956
BET1,-1.5,0.1847,1,0.99956,0.99956
C17orf100,1.4993,0.1849,1,0.99956,0.99956
GNB2,1.4981,0.18522,1,0.99956,0.99956
SMYD5,-1.498,0.18525,1,0.99956,0.99956
PPRC1,-1.4969,0.18554,1,0.99956,0.99956
KCTD9,-1.4961,0.18576,1,0.99956,0.99956
CEP97,1.4953,0.18597,1,0.99956,0.99956
GPR176,-1.4951,0.18603,1,0.99956,0.99956
NUP98,-1.4923,0.18671,1,0.99956,0.99956
FAM179B,1.4919,0.18683,1,0.99956,0.99956
BICD1,1.4914,0.18697,1,0.99956,0.99956
ZIK1,1.4913,0.18702,1,0.99956,0.99956
CMIP,1.491,0.18709,1,0.99956,0.99956
CDKN1A,-1.4901,0.18733,1,0.99956,0.99956
SYNJ2,-1.489,0.18761,1,0.99956,0.99956
DDX42,1.4884,0.18776,1,0.99956,0.99956
CCDC121,1.4876,0.18794,1,0.99956,0.99956
SARS,-1.4873,0.18802,1,0.99956,0.99956
PCYT2,-1.4873,0.18803,1,0.99956,0.99956
POLR2C,-1.487,0.18809,1,0.99956,0.99956
EIF4A1,-1.4854,0.18851,1,0.99956,0.99956
ZADH2,1.4851,0.1886,1,0.99956,0.99956
ZFP90,1.4848,0.18867,1,0.99956,0.99956
ZNF101,1.4847,0.1887,1,0.99956,0.99956
POLR2J3,1.4835,0.18901,1,0.99956,0.99956
SULT1C4,1.4834,0.18904,1,0.99956,0.99956
SYT2,-1.4828,0.1892,1,0.99956,0.99956
TOX,1.4827,0.18922,1,0.99956,0.99956
TRIP13,-1.4827,0.18923,1,0.99956,0.99956
DDX55,-1.4823,0.18933,1,0.99956,0.99956
TUBB,1.4822,0.18937,1,0.99956,0.99956
EIF4G3,1.481,0.18969,1,0.99956,0.99956
PPP1R3C,1.4802,0.18991,1,0.99956,0.99956
CKLF,1.4796,0.19009,1,0.99956,0.99956
CRYBB2P1,1.4793,0.19016,1,0.99956,0.99956
ENTPD7,1.4788,0.19031,1,0.99956,0.99956
RGAG1,1.4782,0.19048,1,0.99956,0.99956
PIGL,-1.4773,0.19068,1,0.99956,0.99956
ASS1,-1.4764,0.19093,1,0.99956,0.99956
CD27-AS1,-1.4759,0.19106,1,0.99956,0.99956
SEH1L,1.4752,0.19122,1,0.99956,0.99956
DZANK1,1.4749,0.19131,1,0.99956,0.99956
JAG1,-1.4746,0.19137,1,0.99956,0.99956
ZNF410,-1.4746,0.19138,1,0.99956,0.99956
MDH1B,1.4744,0.19142,1,0.99956,0.99956
SRP72,1.474,0.19153,1,0.99956,0.99956
GNRHR2,-1.4735,0.19168,1,0.99956,0.99956
AURKAIP1,-1.4723,0.19201,1,0.99956,0.99956
NEGR1,1.4722,0.19205,1,0.99956,0.99956
IFT46,1.4717,0.1922,1,0.99956,0.99956
SHISA7,1.4707,0.19246,1,0.99956,0.99956
LRSAM1,1.4693,0.19284,1,0.99956,0.99956
C7orf63,1.469,0.19292,1,0.99956,0.99956
STX6,1.4682,0.19312,1,0.99956,0.99956
ENOSF1,-1.4682,0.19313,1,0.99956,0.99956
MOSPD3,1.4682,0.19314,1,0.99956,0.99956
POFUT1,-1.4678,0.19323,1,0.99956,0.99956
PPP1CA,1.4672,0.19339,1,0.99956,0.99956
THG1L,-1.4665,0.19358,1,0.99956,0.99956
ARMCX6,1.4656,0.19384,1,0.99956,0.99956
CCNI,1.4655,0.19389,1,0.99956,0.99956
UBE2D4,1.4649,0.19406,1,0.99956,0.99956
SATB2,1.4638,0.19433,1,0.99956,0.99956
TMEM45A,1.4636,0.19438,1,0.99956,0.99956
FAM18B1,-1.4632,0.19448,1,0.99956,0.99956
PARL,1.4629,0.19456,1,0.99956,0.99956
GTDC1,1.4628,0.19458,1,0.99956,0.99956
NUDT5,-1.4628,0.19458,1,0.99956,0.99956
ZNF284,1.4624,0.19469,1,0.99956,0.99956
TYW3,1.4598,0.1954,1,0.99956,0.99956
TARDBP,1.4592,0.19556,1,0.99956,0.99956
LOC440944,1.4589,0.19566,1,0.99956,0.99956
PGD,1.4583,0.19582,1,0.99956,0.99956
CNTF,1.4583,0.19582,1,0.99956,0.99956
MLLT10,-1.4578,0.19594,1,0.99956,0.99956
LPCAT2,-1.4578,0.19595,1,0.99956,0.99956
HSD17B1,1.4575,0.19603,1,0.99956,0.99956
KHDRBS3,-1.4574,0.19605,1,0.99956,0.99956
TBC1D3F,-1.4568,0.19621,1,0.99956,0.99956
ZNF697,1.4562,0.19638,1,0.99956,0.99956
PUS1,-1.4558,0.19649,1,0.99956,0.99956
MKRN9P,-1.4551,0.19668,1,0.99956,0.99956
CARS2,1.4547,0.1968,1,0.99956,0.99956
PDCD10,-1.4543,0.1969,1,0.99956,0.99956
ZNF23,-1.4539,0.19702,1,0.99956,0.99956
DEPTOR,1.4537,0.19705,1,0.99956,0.99956
GPD1L,1.4527,0.19733,1,0.99956,0.99956
CENPI,1.4515,0.19765,1,0.99956,0.99956
NRDE2,1.4496,0.19812,1,0.99956,0.99956
LSM1,-1.4494,0.19816,1,0.99956,0.99956
PBRM1,1.4482,0.19847,1,0.99956,0.99956
LYRM2,1.4478,0.19858,1,0.99956,0.99956
MAPK14,1.4467,0.1989,1,0.99956,0.99956
CHAMP1,1.4464,0.19897,1,0.99956,0.99956
NOL11,-1.4461,0.19904,1,0.99956,0.99956
DOCK7,1.4458,0.19912,1,0.99956,0.99956
FAM161B,1.4452,0.19929,1,0.99956,0.99956
BIN3,-1.4447,0.19942,1,0.99956,0.99956
SNRNP35,1.4444,0.1995,1,0.99956,0.99956
